InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C16H12O6/c1-20-10-6-11(18)13-12(7-10)21-16(15(22-16)14(13)19)8-2-4-9(17)5-3-8/h2-7,15,17-18H,1H3",WQSBKWMOJATFJU-UHFFFAOYSA-N,O1C=2C(C(=O)C3C1(C4=CC=C(O)C=C4)O3)=C(O)C=C(OC)C2,,,C16H12O6,300.06338810399996,2.3798,0,0,0,BTM00053,BTM00053,Epoxidation of vinyl ether,BTMR1026,"CYP1A2
CYP3A4",HUMAN,BTM00005,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",JPMYFOBNRRGFNO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",KZNIFHPLKGYRTM-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,,,C15H10O5,270.0528,,0,1,1,,5280443,O-Dealkylation,BTMR0052,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,BTM00006,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-11(18)7-15-16(14)12(19)8-13(21-15)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",YQABHAHJGSNVQR-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C16H12O6/c1-21-14-5-9(17)6-15-16(14)12(20)7-13(22-15)8-2-3-10(18)11(19)4-8/h2-7,17-19H,1H3",OZPMKAZMPNDLKX-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(O)C(=C3)O)=C(OC)C=C(O)C2,"58115-29-0
Luteolin 5-methyl ether
2-(3,4-dihydroxyphenyl)-7-hydroxy-5-methoxychromen-4-one
RefChem:1088607
2-(3,4-dihydroxyphenyl)-7-hydroxy-5-methoxy-4H-chromen-4-one
4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-7-hydroxy-5-methoxy-
MFCD18451060
CHEMBL1277701
3',4',7-Trihydroxy-5-methoxyflavone
5-O-methylluteolin
orb1681226
SCHEMBL2322974
SCHEMBL30255788
DTXSID00553400
AC9656
BDBM50330971
LMPK12110965
AKOS028113903
SY252782
3?,4?,7-TRIHYDROXY-5-METHOXYFLAVONE
2-(3,4-dihydroxyphenyl)-7-hydroxy-5-methoxy-chromen-4-one
2-(3,4-dihydroxyphenyl)-7-hydroxy-5-meth-oxy-4H-chromen-4-one
2-(3,4-Dihydroxyphenyl)-7-hydroxy-5-methoxy-4H-1-benzopyran-4-one
3 inverted exclamation mark ,4 inverted exclamation mark ,7-Trihydroxy-5-methoxyflavone",13964550,C16H12O6,300.06338810399996,3.0106,0,1,1,BTM00039,BTM00039,"2-Hydroxylation of 1,4-disubstituted benzene",BTMR0037,CYP1A2,HUMAN,BTM00006,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-11(18)7-15-16(14)12(19)8-13(21-15)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",YQABHAHJGSNVQR-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C16H12O6/c1-20-11-6-10(18)7-12-13(11)14(19)15-16(21-12,22-15)8-2-4-9(17)5-3-8/h2-7,15,17-18H,1H3",RNRAQCPLHBQIQE-UHFFFAOYSA-N,O1C=2C(C(=O)C3C1(C4=CC=C(O)C=C4)O3)=C(OC)C=C(O)C2,,,C16H12O6,300.06338810399996,2.3798,0,0,0,BTM00054,BTM00054,Epoxidation of vinyl ether,BTMR1026,"CYP1A2
CYP3A4",HUMAN,BTM00006,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-11(18)7-15-16(14)12(19)8-13(21-15)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",YQABHAHJGSNVQR-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",KZNIFHPLKGYRTM-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,,,C15H10O5,270.0528,,0,1,1,,5280443,O-Dealkylation,BTMR0052,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,BTM00007,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-8,17-18H,1H3",DANYIYRPLHHOCZ-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C16H12O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-7,17-19H,1H3",MBNGWHIJMBWFHU-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(OC)C(=C3)O)=C(O)C=C(O)C2,"Diosmetin
520-34-3
Luteolin 4'-methyl ether
Salinigricoflavonol
4'-Methylluteolin
Diosmetine
3',5,7-trihydroxy-4'-methoxyflavone
5,7,3'-Trihydroxy-4'-methoxyflavone
5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-1-benzopyran-4-one
5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)chromen-4-one
5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4-benzopyrone
4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-
TWZ37241OT
DTXSID80199966
Flavone, 3',5,7-trihydroxy-4'-methoxy-
CHEBI:4630
RefChem:34944
DTXCID40122457
GONGJINHYANG SEOL WHITENING
Whoo Gongjinhyang Seol Whitening Jin Essence
ISAKNOX X202 WHITENING SECRET ESSENCE
ISA KNOX WXII PLUS WHITENING REVOLUTION SERUM
208-291-8
5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-chromen-4-one
Luteolin 4-methyl ether
MFCD00017425
5,7-dihydroxy-2-(3-hydroxy-4-methoxy-phenyl)chromen-4-one
Diosmin EP Impurity F
Pillon
DIOSMETOL
SR-05000002196
disometin
UNII-TWZ37241OT
HSDB 8101
5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-1-benzopyran-4-one (Diosmetin)
EINECS 208-291-8
Diosmetin (Standard)
3',5,7-trihydroxy-4'-methoxy flavone
4'-O-methyl-luteolin
Spectrum_001505
SpecPlus_000435
DIOSMETIN [MI]
Spectrum2_001638
Spectrum3_000987
Spectrum4_001113
Spectrum5_001707
DIOSMETIN [WHO-DD]
BSPBio_002653
KBioGR_001586
KBioSS_001985
MLS006011843
CHEMBL90568
Diosmetin, analytical standard
DivK1c_006531
SCHEMBL289337
Salinigricoflavonol; Vitamin P
SPBio_001735
orb1307680
SCHEMBL29363916
SCHEMBL29453246
SCHEMBL30541886
BDBM23414
GTPL13861
HY-N0125R
KBio1_001475
KBio2_001985
KBio2_004553
KBio2_007121
KBio3_001873
LUTEOLIN-4'-METHYL ETHER
Diosmetin; Diosmin EP Impurity F
HMS3656G13
HMS3753G11
HMS5080B20
BB_NC-02600
HY-N0125
BBL027839
CCG-38758
Diosmetin (Luteolin 4-methyl ether)
LMPK12110824
s2380
SBB066130
STL146390
AKOS005720974
4'-Methoxy-5,7,3'-Trihydroxyflavone
CS-5455
DB11259
EBC-436043
FD22465
SDCCGMLS-0066783.P001
NCGC00163540-01
NCGC00163540-02
NCGC00163540-03
NCGC00178549-01
AC-34868
BS-17174
SMR002044787
SY066981
CYANIDENON-4'-METHYL ETHER 1479
DB-050154
D4441
NS00014641
ST50331610
SW219332-1
C10038
520D343
A828902
AN-668/21246025
F239117
Q1649664
SR-05000002196-2
SR-05000002196-3
BRD-K26862302-001-02-9
BRD-K26862302-001-03-7
BRD-K26862302-001-05-2
2-(4-methoxy-3-oxidanyl-phenyl)-5,7-bis(oxidanyl)chromen-4-one
5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-1-benzopyran-4-one
5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl);-4H-chromen-4-one
J8D",5281612,C16H12O6,300.06338810399996,3.0106,0,1,1,BTM00032,BTM00032,"2-Hydroxylation of 1,4-disubstituted benzene",BTMR0037,CYP1A2,HUMAN,BTM00007,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-8,17-18H,1H3",DANYIYRPLHHOCZ-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C16H12O6/c1-20-10-4-2-8(3-5-10)16-15(22-16)14(19)13-11(18)6-9(17)7-12(13)21-16/h2-7,15,17-18H,1H3",NWHHCAHNDBJIBC-UHFFFAOYSA-N,O1C=2C(C(=O)C3C1(C4=CC=C(OC)C=C4)O3)=C(O)C=C(O)C2,,,C16H12O6,300.06338810399996,2.3798,0,0,0,BTM00055,BTM00055,Epoxidation of vinyl ether,BTMR1026,"CYP1A2
CYP3A4",HUMAN,BTM00007,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-8,17-18H,1H3",DANYIYRPLHHOCZ-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)21-15(14(22-15)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,14,16-19H",DZWACLWMCSVRCZ-UHFFFAOYSA-N,O1C=2C(C(=O)C3C1(C4=CC=C(O)C(=C4)O)O3)=C(O)C=C(O)C2,,,C15H10O7,302.04265266,1.8613999999999993,0,1,1,BTM00056,BTM00056,Epoxidation of vinyl ether,BTMR1026,"CYP1A2
CYP3A4",HUMAN,BTM00008,O1C=2C(C(=O)C=C1C3=CC=C(O)C(=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",IQPNAANSBPBGFQ-UHFFFAOYSA-N,2.7596,286.04773803999996
"InChI=1S/C15H12O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-5,13,16-19H,6H2",SBHXYTNGIZCORC-UHFFFAOYSA-N,O1C=2C(C(=O)CC1C3=CC=C(O)C(=C3)O)=C(O)C=C(O)C2,"4049-38-1
CQT975GLYF
Flavanone, 3',4',5,7-tetrahydroxy-
4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-2,3-dihydro-5,7-dihydroxy-
DTXSID30862178
Eriodictyol, (+-)-
RefChem:591086
GlyTouCan:G14449NR
(+-)-ERIODICTYOL
DTXCID20810981
G14449NR
800-080-4
(+/-)-Eriodictyol
2-(3,4-dihydroxyphenyl)-5,7-dihydroxychroman-4-one
Eriodictyol, (+/-)-
2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-2,3-dihydrochromen-4-one
(+/-)-3',4',5,7-Tetrahydroxyflavanone
2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-chroman-4-one
MLS000877024
(+/-)-5,7,3',4'-Tetrahydroxyflavanone
5,7,3',4'-Tetrahydroxyflavanone
SMR000440624
2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-4-one
Huazhongilexone
Eriodicytol
UNII-CQT975GLYF
ERIODYCTOL
DIOSMETIN_met008
Oprea1_736075
BSPBio_002438
cid_11095
SPECTRUM1505145
CHEMBL307893
MEGxp0_000569
orb1991807
SCHEMBL2309591
FEMA NO. 4715
SCHEMBL29378971
SCHEMBL29603762
ACon1_000409
BDBM69393
CHEBI:91645
GTPL12442
HY-N0637A
SBHXYTNGIZCORC-UHFFFAOYSA-N
HMS2270F17
HMS5086F17
7,5,3',4'-tetrahydroxyflavanone
5,7,3',4'-tetrahydroxy flavonone
MFCD00017312
2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-2,3-dihydro-4H-1-benzopyran-4-one
AKOS024284394
EBC-618433
FE74961
NCGC00096019-01
NCGC00096019-02
NCGC00096019-03
NCGC00096019-04
DA-68997
ST075648
(+/-)-Eriodictyol, >=95.0% (HPLC)
G88871
B50DD53A-D1B0-4FB5-AC5F-C0F43001B7D8
BRD-A35033682-001-01-0
Q27163470
2-(3,4-DIHYDROXYPHENYL)-5,7-DIHYDROXY-4-CHROMANON
2-[3,4-bis(oxidanyl)phenyl]-5,7-bis(oxidanyl)-2,3-dihydrochromen-4-one
4H-1-Benzopyran-4-one, 2-(3,4-dihydroxy-phenyl)-2,3-dihydro-5,7-dihydroxy-, (2S)-",11095,C15H12O6,288.06338810399996,2.0303,0,1,1,BTM00057,BTM00057,"2-Hydroxylation of 1,4-disubstituted benzene",BTMR0037,CYP1A2,HUMAN,BTM00010,O1C=2C(C(=O)CC1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",FTVWIRXFELQLPI-UHFFFAOYSA-N,2.2977000000000007,272.068473484
"InChI=1S/C15H12O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,14-18,20H",PADQINQHPQKXNL-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one
3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one
RefChem:1065862
724434-08-6
(+/-)-Dihydrokaempferol
104486-98-8
3,5,7,4''-TETRAHYDROXYFLAVANONE
4H-1-Benzopyran-4-one,2,3-dihydro-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-, trans-
(+)-Aromadendrol
5150-32-3
KAEMPFEROL_met008
SCHEMBL39319
CHEMBL398847
orb1989727
SCHEMBL29454736
DTXSID50274279
PADQINQHPQKXNL-UHFFFAOYSA-N
NSC327432
4H-1-Benzopyran-4-one, 2,3-dihydro-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-
AKOS032948350
AT25341
NSC-327432
NCGC00488813-01
NS00134207
2,3-Dihydro-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one;
3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-4H-1-benzopyran-4-one
3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-4H-chromen-4-one #
4H-1-Benzopyran-4-one,3-dihydro-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-",662,C15H12O6,288.06338810399996,1.7521999999999995,0,1,1,BTM00058,BTM00058,Hydroxylation of heteroalicyclic secondary carbon,BTMR1071,CYP1A2,HUMAN,BTM00010,O1C=2C(C(=O)CC1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",FTVWIRXFELQLPI-UHFFFAOYSA-N,2.2977000000000007,272.068473484
"InChI=1S/C15H10O5/c16-8-5-11(18)15-12(19)7-13(20-14(15)6-8)9-3-1-2-4-10(9)17/h1-7,16-18H",OFYPDAKTVZXXPC-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(O)C2,"5,7,2'-Trihydroxyflavone
73046-40-9
DTXSID10223324
RefChem:912974
DTXCID10145815
5,7-dihydroxy-2-(2-hydroxyphenyl)-4H-chromen-4-one
5,7-dihydroxy-2-(2-hydroxyphenyl)chromen-4-one
MFCD00064915
CHEMBL242385
5,7-Dihydroxy-2-(2-hydroxyphenyl)-4H-1-benzopyran-4-one
4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(2-hydroxyphenyl)-
2'-Hydroxychrysin
TNP00057
Apigenin Impurity 1
5,7,2''-Trihydroxyflavone
SCHEMBL3708991
CHEBI:196248
OFYPDAKTVZXXPC-UHFFFAOYSA-N
BDBM50312646
LMPK12110125
AKOS024282397
MB00514
NCGC00017193-01
NCGC00017193-02
NCGC00142442-01
BP-10213
ST056011
DB-055717
NS00116327",5322064,C15H10O5,270.05282342,3.0270000000000006,0,1,1,BTM00059,BTM00059,O-Hydroxylation of monosubstituted benzene,BTMR1034,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP3A4",HUMAN,BTM00011,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(O)C=C(O)C2,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H",RTIXKCRFFJGDFG-UHFFFAOYSA-N,3.2944000000000004,254.0579088
"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",KZNIFHPLKGYRTM-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,,,C15H10O5,270.0528,,0,1,1,,5280443,Hydroxylation of benzene on carbon para to electron donating group,BTMR1047,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,BTM00011,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(O)C=C(O)C2,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H",RTIXKCRFFJGDFG-UHFFFAOYSA-N,3.2944000000000004,254.0579088
"InChI=1S/C15H10O5/c16-9-6-10(17)12-11(7-9)19-15(14(20-15)13(12)18)8-4-2-1-3-5-8/h1-7,14,16-17H",MYTUPYJVYJHTMN-UHFFFAOYSA-N,O1C=2C(C(=O)C3C1(C4=CC=CC=C4)O3)=C(O)C=C(O)C2,,,C15H10O5,270.05282342,2.3962000000000003,0,0,0,BTM00060,BTM00060,Epoxidation of vinyl ether,BTMR1026,"CYP1A2
CYP3A4",HUMAN,BTM00011,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(O)C=C(O)C2,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H",RTIXKCRFFJGDFG-UHFFFAOYSA-N,3.2944000000000004,254.0579088
"InChI=1S/C15H12O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,12,16-18H",KSDWUEWFECEPMU-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=CC=CC=C3)=C(O)C=C(O)C2,,,C15H12O4,256.073558864,2.2051999999999996,0,1,1,BTM00047,BTM00047,4'-Dehydroxylation of substituted benzene,BTMR1012,Unspecified bacterial dehydroxylase,GUTMICRO,BTM00001,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,12,16-19H",TWLIHXQWVLTBCS-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C16H12O4/c1-19-11-7-12(17)16-13(18)9-14(20-15(16)8-11)10-5-3-2-4-6-10/h2-9,17H,1H3",IRZVHDLBAYNPCT-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(O)C=C(OC)C2,"Tectochrysin
520-28-5
5-Hydroxy-7-methoxyflavone
Techtochrysin
7-Methoxy-5-hydroxyflavone
5-hydroxy-7-methoxy-2-phenylchromen-4-one
Flavone, 5-hydroxy-7-methoxy-
4H-1-Benzopyran-4-one, 5-hydroxy-7-methoxy-2-phenyl-
9UBO28W2AK
NSC-80687
5-hydroxy-7-methoxy-2-phenyl-4H-1-benzopyran-4-one
CHEBI:9426
DTXSID40199962
RefChem:187693
DTXCID00122453
5-Hydroxy-7-methoxy-2-phenyl-4H-chromen-4-one
Methyl chrysin
7-O-METHYLCHRYSIN
MFCD00016945
Techtochrysin;NSC 80687
5-Hydroxy-7-methoxy-2-phenyl-chromen-4-one
Techtochrysine
Tecto-chrysin
SMR000387029
5-Hydroxy-7-methylflavone; 7-O-Methylchrysin; Tectochrysine
7-methoxycrysin
NSC 80687
Chrysin 7-methylether
chrysin-7-methyl ether
Tectochrysin (Standard)
Maybridge3_003219
UNII-9UBO28W2AK
Oprea1_023530
Oprea1_215176
MLS000697658
MLS001049041
SCHEMBL249043
CHEMBL164841
orb1303377
SCHEMBL29494561
WLZ4716
HMS1440C07
HMS2267G17
NSC80687
TNP00038
BDBM50423793
CCG-43780
HY-14592R
LMPK12110190
s3256
STK078936
AKOS000522399
EBC-466056
FT66186
IDI1_014606
NCGC00017176-01
NCGC00017176-02
NCGC00017176-03
NCGC00142540-01
AC-35028
BS-48960
HY-14592
ST057541
DB-052063
CS-0003465
2-PHENYL-5-HYDROXY-7-METHOXYCHROMONE
VU0254572-3
AB00637079-07
SR-01000402578
5-Hydroxy-7-methoxy-2-phenyl-4H-chromen-4-one #
Q3516969
SR-01000402578-1
SR-01000402578-2
F3097-0487",5281954,C16H12O4,268.073558864,3.5454,0,0,0,BTM00050,BTM00050,4'-Dehydroxylation of substituted benzene,BTMR1012,Unspecified bacterial dehydroxylase,GUTMICRO,BTM00005,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",JPMYFOBNRRGFNO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C16H12O4/c1-19-14-7-11(17)8-15-16(14)12(18)9-13(20-15)10-5-3-2-4-6-10/h2-9,17H,1H3",JVEMWXSMSUNXSD-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=CC=C3)=C(OC)C=C(O)C2,"7-Hydroxy-5-methoxy-2-phenyl-chromen-4-one
7-hydroxy-5-methoxy-2-phenylchromen-4-one
RefChem:1074443
33554-47-1
7-hydroxy-5-methoxy-2-phenyl-4H-chromen-4-one
Chrysin-5-methylether
CHEMBL181896
Chrysin 5-methyl ether
7-hydroxy-5-methoxyflavone
chrysin-5-methyl-ether
7-Hydroxy-5-methoxy-2-phenyl-4H-1-benzopyran-4-one
SCHEMBL19235588
DTXSID40187243
BDBM50412264
MFCD09029062
SBB081026
STK925270
AKOS000275827
NCGC00296010-01
AC-10891
ST50794641
VU0490357-1
EN300-238261
AB01289941-01
F2106-0046",5490127,C16H12O4,268.073558864,3.5454,0,0,0,BTM00051,BTM00051,4'-Dehydroxylation of substituted benzene,BTMR1012,Unspecified bacterial dehydroxylase,GUTMICRO,BTM00006,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-11(18)7-15-16(14)12(19)8-13(21-15)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",YQABHAHJGSNVQR-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C16H14O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-7,14,17-18H,8H2,1H3",HMUJXQRRKBLVOO-UHFFFAOYSA-N,O1C=2C(C(=O)CC1C3=CC=C(OC)C=C3)=C(O)C=C(O)C2,"26207-61-4
RefChem:442343
2,3-Dihydro-5,7-dihydroxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one
112-592-9
5,7-dihydroxy-2-(4-methoxyphenyl)chroman-4-one
Citrifoliol
MFCD00017313
PTP inhibitor, 4n
ACACETIN_met004
CHEMBL485252
SCHEMBL5067423
SCHEMBL31128790
CHEBI:193496
HMUJXQRRKBLVOO-UHFFFAOYSA-N
5,7-dihydroxy-2-(4-methoxyphenyl)-2,3-dihydrochromen-4-one
BDBM243062
5,7-dihydroxy-2-(4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one
AKOS024287053
ST098360
DB-051506
5,7-Dihydroxy-2-(4-methoxy-phenyl)-chroman-4-one",5118250,C16H14O5,286.084123548,2.5486999999999997,0,0,0,BTM00046,BTM00046,Flavonoid C-ring reduction,BTMR0255,Unspecified gut bacterial enzyme,GUTMICRO,BTM00007,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-8,17-18H,1H3",DANYIYRPLHHOCZ-UHFFFAOYSA-N,3.278000000000001,284.068473484
